iter	Passed	Remaining
1645	9679	2081
1646	9684	2075
1647	9690	2069
1648	9696	2063
1649	9701	2057
1650	9707	2051
1651	9713	2046
1652	9718	2040
1653	9724	2034
1654	9729	2028
1655	9736	2022
1656	9741	2016
1657	9747	2010
1658	9753	2004
1659	9758	1998
1660	9764	1992
1661	9770	1987
1662	9775	1981
1663	9781	1975
1664	9787	1969
1665	9793	1963
1666	9798	1957
1667	9804	1951
1668	9810	1945
1669	9815	1939
1670	9821	1933
1671	9827	1927
1672	9833	1922
1673	9838	1916
1674	9844	1910
1675	9850	1904
1676	9856	1898
1677	9861	1892
1678	9867	1886
1679	9872	1880
1680	9878	1874
1681	9884	1868
1682	9889	1862
1683	9895	1856
1684	9900	1850
1685	9906	1844
1686	9912	1839
1687	9918	1833
1688	9923	1827
1689	9930	1821
1690	9935	1815
1691	9941	1809
1692	9947	1803
1693	9952	1797
1694	9958	1791
1695	9964	1786
1696	9969	1780
1697	9976	1774
1698	9981	1768
1699	9986	1762
1700	9992	1756
1701	9998	1750
1702	10004	1744
1703	10010	1738
1704	10015	1732
1705	10021	1726
1706	10026	1721
1707	10032	1715
1708	10038	1709
1709	10044	1703
1710	10049	1697
1711	10055	1691
1712	10061	1685
1713	10066	1679
1714	10072	1673
1715	10077	1667
1716	10083	1662
1717	10089	1656
1718	10095	1650
1719	10101	1644
1720	10107	1638
1721	10113	1632
1722	10118	1626
1723	10124	1620
1724	10130	1614
1725	10135	1608
1726	10141	1603
1727	10147	1597
1728	10152	1591
1729	10158	1585
1730	10164	1579
1731	10169	1573
1732	10175	1567
1733	10180	1561
1734	10186	1555
1735	10192	1549
1736	10197	1544
1737	10204	1538
1738	10209	1532
1739	10215	1526
1740	10221	1520
1741	10227	1514
1742	10233	1508
1743	10239	1503
1744	10245	1497
1745	10251	1491
1746	10256	1485
1747	10262	1479
1748	10268	1473
1749	10274	1467
1750	10279	1461
1751	10285	1455
1752	10291	1450
1753	10297	1444
1754	10303	1438
1755	10308	1432
1756	10313	1426
1757	10319	1420
1758	10325	1414
1759	10330	1408
1760	10337	1402
1761	10342	1397
1762	10349	1391
1763	10355	1385
1764	10360	1379
1765	10366	1373
1766	10371	1367
1767	10377	1361
1768	10382	1355
1769	10388	1349
1770	10393	1343
1771	10399	1338
1772	10405	1332
1773	10410	1326
1774	10416	1320
1775	10422	1314
1776	10427	1308
1777	10433	1302
1778	10439	1296
1779	10445	1291
1780	10451	1285
1781	10457	1279
1782	10463	1273
1783	10468	1267
1784	10474	1261
1785	10480	1255
1786	10485	1249
1787	10491	1243
1788	10497	1238
1789	10502	1232
1790	10508	1226
1791	10514	1220
1792	10520	1214
1793	10526	1208
1794	10532	1202
1795	10537	1196
1796	10542	1190
1797	10549	1185
1798	10554	1179
1799	10560	1173
1800	10565	1167
1801	10571	1161
1802	10576	1155
1803	10582	1149
1804	10588	1143
1805	10594	1138
1806	10600	1132
1807	10605	1126
1808	10610	1120
1809	10616	1114
1810	10621	1108
1811	10627	1102
1812	10633	1096
1813	10638	1090
1814	10644	1085
1815	10650	1079
1816	10656	1073
1817	10662	1067
1818	10667	1061
1819	10673	1055
1820	10679	1049
1821	10684	1043
1822	10690	1037
1823	10695	1032
1824	10701	1026
1825	10706	1020
1826	10712	1014
1827	10717	1008
1828	10723	1002
1829	10729	996
1830	10734	990
1831	10739	984
1832	10746	979
1833	10751	973
1834	10757	967
1835	10763	961
1836	10769	955
1837	10775	949
1838	10781	943
1839	10787	938
1840	10792	932
1841	10798	926
1842	10803	920
1843	10809	914
1844	10814	908
1845	10820	902
1846	10825	896
1847	10831	890
1848	10837	885
1849	10842	879
1850	10848	873
1851	10854	867
1852	10859	861
1853	10865	855
1854	10871	849
1855	10876	843
1856	10882	837
1857	10887	832
1858	10893	826
1859	10898	820
1860	10904	814
1861	10909	808
1862	10915	802
1863	10920	796
1864	10926	790
1865	10931	785
1866	10937	779
1867	10943	773
1868	10948	767
1869	10954	761
1870	10959	755
1871	10965	749
1872	10970	743
1873	10976	738
1874	10982	732
1875	10987	726
1876	10993	720
1877	10999	714
1878	11005	708
1879	11010	702
1880	11015	696
1881	11021	691
1882	11027	685
1883	11032	679
1884	11038	673
1885	11044	667
1886	11049	661
1887	11055	655
1888	11061	649
1889	11066	644
1890	11072	638
1891	11078	632
1892	11083	626
1893	11088	620
1894	11093	614
1895	11099	608
1896	11104	602
1897	11110	597
1898	11115	591
1899	11121	585
1900	11126	579
1901	11132	573
1902	11138	567
1903	11143	561
1904	11148	555
1905	11154	550
1906	11160	544
1907	11166	538
1908	11172	532
1909	11177	526
1910	11182	520
1911	11188	514
1912	11194	509
1913	11199	503
1914	11205	497
1915	11210	491
1916	11216	485
1917	11222	479
1918	11227	473
1919	11233	468
1920	11239	462
1921	11244	456
1922	11250	450
1923	11256	444
1924	11261	438
1925	11267	432
1926	11272	427
1927	11278	421
1928	11284	415
1929	11290	409
1930	11295	403
1931	11301	397
1932	11306	391
1933	11312	386
1934	11317	380
1935	11323	374
1936	11328	368
1937	11334	362
1938	11339	356
1939	11345	350
1940	11350	345
1941	11356	339
1942	11361	333
1943	11367	327
1944	11373	321
1945	11378	315
1946	11384	309
1947	11389	304
1948	11395	298
1949	11400	292
1950	11406	286
1951	11411	280
1952	11417	274
1953	11423	268
1954	11428	263
1955	11434	257
1956	11440	251
1957	11445	245
1958	11451	239
1959	11456	233
1960	11462	227
1961	11468	222
1962	11474	216
1963	11479	210
1964	11485	204
1965	11490	198
1966	11496	192
1967	11502	187
1968	11507	181
1969	11513	175
1970	11518	169
1971	11524	163
1972	11529	157
1973	11535	151
1974	11540	146
1975	11546	140
1976	11552	134
1977	11557	128
1978	11563	122
1979	11569	116
1980	11574	111
1981	11580	105
1982	11585	99
1983	11591	93
1984	11596	87
1985	11601	81
1986	11607	75
1987	11613	70
1988	11618	64
1989	11623	58
1990	11630	52
1991	11635	46
1992	11640	40
1993	11646	35
1994	11652	29
1995	11657	23
1996	11662	17
1997	11668	11
1998	11673	5
1999	11679	0
